UMAP_1,UMAP_2
2.3462403,6.4601703
9.219426,9.433253
8.91196,0.60640407
9.836706,6.953314
6.7540045,1.2171562
11.027138,8.823937
7.149839,6.0877285
11.045078,8.859351
10.245366,4.765896
4.4525623,4.0112734
9.051462,5.155109
9.356844,0.5456363
10.846592,2.5346057
9.376818,2.3964214
5.2284203,7.2728186
8.412522,4.4379807
8.354322,6.1350756
8.97763,5.52127
8.628183,5.7580333
9.308941,0.47009462
5.2082233,2.357427
9.708554,5.143702
10.052412,8.210415
9.079595,7.0832
6.110929,4.549283
8.820941,5.915262
3.6627333,4.562028
2.896019,6.793523
8.4629,7.0551405
10.96887,6.681799
10.539494,4.3038764
12.6339855,5.2511983
11.048619,8.861677
12.588189,5.268323
12.655119,5.28866
4.608757,8.3213825
5.802534,4.6451106
11.129507,6.7377386
10.126948,7.3724446
9.001231,8.358845
6.00726,4.353318
9.418234,5.602644
10.996185,8.808316
5.969074,6.2476325
8.945773,5.080015
6.60612,8.083843
10.590798,2.2330744
4.7315974,5.489518
7.028471,1.6396545
5.414012,8.113947
8.40695,8.3313465
9.3065605,6.4361053
7.9776673,4.454395
9.548877,6.206497
7.620583,5.803158
9.119551,8.11642
10.773448,6.5371842
9.030418,3.8753035
6.6973143,5.759641
10.749286,6.5723557
9.338961,4.1002746
3.322022,1.4805942
8.8558035,3.9416907
6.602466,1.1492078
2.7419796,6.6096
10.487997,4.2752314
9.181126,2.7678785
4.8777833,6.895528
3.4760404,1.4374506
9.167958,3.5790565
8.646263,8.171926
3.3637567,1.366511
4.5940785,3.3007066
9.199829,0.5740368
9.036351,7.401406
9.835257,7.9398227
9.37265,4.7238455
6.6184826,4.44308
10.316576,5.9553423
10.532062,6.0710225
5.9412374,6.2508664
9.166923,5.895538
7.530799,0.79519224
8.504328,6.2874794
8.146235,5.8698006
6.9852104,4.4863997
7.5938745,5.58797
3.415091,1.3539944
10.224568,2.3517032
8.463334,5.16657
10.3150215,3.3674278
7.6692796,8.636119
3.69528,4.8566203
6.818399,1.2915365
7.779665,4.8452187
6.956023,8.227568
8.933496,4.4462113
5.2305727,3.2438817
4.3120513,2.7099047
4.9970884,2.5176904
5.7538013,2.6878386
9.323296,0.67956936
4.4908786,3.381015
5.7079425,4.7186246
5.0018525,8.038548
7.8241916,7.539778
10.958102,2.8939037
5.46677,2.8157763
6.82635,7.87826
3.3528645,1.4511073
9.081519,7.582059
6.973699,6.952927
9.040984,5.4046535
10.809258,7.5180864
12.561055,5.329693
5.6040454,0.27150804
9.192552,4.2454586
3.272796,1.5211846
3.3117816,1.5413632
11.097539,10.289011
4.54562,3.7923737
8.400155,3.8478892
9.042365,2.6998374
8.907243,4.1668124
8.900748,5.9524636
10.071095,5.5292554
5.602548,0.29962334
9.109941,9.523847
6.968946,3.8867092
3.6558497,5.2845087
6.2792253,8.066143
10.592709,2.1459277
8.046282,5.845122
9.465183,6.198931
3.0582185,5.682184
7.5422616,8.721552
6.8124366,7.667882
4.101328,5.456434
10.841005,4.0833344
9.73029,2.4953196
11.319237,4.3161902
5.9241233,7.9331365
10.297233,2.175001
7.105435,8.21302
6.1693597,3.392075
4.1649575,1.1462718
6.6122622,8.699887
6.941998,7.647657
9.447226,5.7688684
5.3435307,4.6342382
9.990945,8.398342
6.7330747,9.541611
11.088793,6.3102026
9.231434,5.7270803
8.643255,6.9102182
4.1647115,1.1517439
4.15931,1.1554881
8.0165205,6.133053
5.2795,6.1215944
5.094311,2.390057
8.704474,6.887811
6.9420366,8.37431
8.140003,8.099766
6.946888,6.9800515
3.682271,5.8939795
8.831946,9.182411
4.3119593,8.374432
6.765763,4.7261977
9.288525,0.462056
10.7618265,6.857717
9.19931,6.7407413
10.839722,7.534088
6.9512444,3.8937879
10.902927,7.510093
9.999278,8.1997
7.8054743,4.393988
10.559634,2.8423576
9.422114,6.0994143
3.744937,1.5284193
9.920728,2.5698035
8.825815,5.1122394
8.039944,3.4323337
6.586294,4.4304357
8.441068,6.232046
10.392071,4.63598
11.054407,6.7263956
8.207047,5.0187163
9.029523,2.5872517
7.749224,5.4582305
9.873338,7.9841313
8.908196,4.8308716
4.1644444,4.8938856
3.7135022,6.92532
7.81609,7.5455527
9.639861,2.5099669
4.686935,5.4252005
7.8455725,2.2097142
10.848668,8.682724
6.440958,8.12324
6.642893,1.1578124
5.2014275,6.172299
1.4612936,5.983213
1.5749587,5.2085214
2.0063498,6.273072
9.244999,2.5017376
3.4926589,1.2780548
7.948035,3.3874583
4.427097,4.7348843
1.5069926,6.0250106
6.1783967,4.405539
10.541012,2.2201583
1.6882237,5.775024
4.724427,5.5129533
9.822929,3.5663493
7.5345106,8.698516
4.902027,4.869857
5.4760103,2.782562
7.591611,8.494751
10.309053,5.2196445
9.586925,0.8204717
4.9848437,2.4929624
9.399145,0.6598395
9.481978,5.724717
1.6169505,5.13124
3.683852,5.915412
9.136526,2.8499954
9.972917,3.9691992
10.013084,7.9381
6.524661,7.9727206
7.704287,8.367274
8.351301,3.818351
9.318956,4.7838917
10.622414,2.297683
9.292795,0.47321805
6.696472,1.3797185
10.154726,7.2730384
5.304177,3.34738
11.033448,3.6758358
9.293322,6.855965
10.54272,3.602817
10.187219,7.141391
6.8553963,7.325676
5.1597776,7.2435265
9.178957,2.4424818
9.495061,4.4404087
9.319126,4.979524
7.4162526,6.958723
9.621612,6.4559913
4.928075,6.883521
9.72932,5.128119
9.888085,2.4099844
8.338174,8.276568
9.055378,8.020539
6.506497,5.354977
8.616411,4.770976
9.769467,8.3147955
8.757272,8.746806
5.057151,4.3802276
11.047103,8.862096
9.374104,4.488097
9.003481,2.589235
7.774296,7.782953
7.0433006,5.5410357
3.4113162,1.3929408
9.719247,5.109967
9.220369,5.0619574
9.1321745,7.991144
9.0107355,6.861701
8.802053,5.000726
3.5439463,5.5226765
6.337635,4.7306633
11.934083,5.759723
8.4365015,4.1842036
8.632391,6.146446
10.069622,7.9319096
7.780447,7.5975814
10.169189,8.178399
8.109201,6.2103324
10.77839,6.6081777
9.091384,8.13567
7.9005184,4.9331355
7.8964663,5.9471583
9.020976,4.2584624
6.7499194,5.7584596
7.927945,7.096258
8.142974,5.723913
5.6929874,5.469847
3.072775,5.7262692
6.617959,6.294896
3.465511,5.2154636
1.7868909,5.9728675
4.1429625,4.2938075
5.684234,0.26111838
7.943528,7.0669394
6.0090766,4.6881876
10.443671,4.6676993
7.7785544,2.2473652
9.077961,5.267269
10.196068,3.6623704
3.283722,6.6177893
7.7120056,8.123549
2.7089555,6.824379
11.63762,5.5841994
3.4852312,1.2937467
4.7788806,2.7866566
10.749957,2.5248334
6.508697,7.741882
6.805607,7.058596
5.976148,0.48277292
10.050111,6.1824884
9.690334,4.1434355
4.1523457,1.1562024
1.5420709,5.8459105
3.39813,5.1193924
6.176623,6.997221
10.297814,4.1508327
3.0053012,5.626645
5.252389,2.409718
7.2024083,4.6161404
9.982527,8.413808
9.374404,5.4652505
9.521191,3.9040484
11.413801,4.227207
10.107387,3.9793506
6.884563,8.692599
6.7125416,7.3381314
7.7165937,7.7984147
7.1462364,3.7729023
11.799986,3.6324708
3.8247998,4.8298993
8.95996,0.6360595
4.2809963,5.727035
4.113124,1.2226491
5.5170093,7.902056
8.306134,4.224638
6.830621,8.747302
1.6466615,6.048855
3.4412425,6.946408
8.820398,4.436998
10.085278,8.250201
8.795506,4.261705
4.6146307,5.6404285
6.6401267,7.7007427
11.091019,6.3042064
7.6225934,8.395307
4.9744167,5.9222035
7.8204775,7.561041
10.024125,8.290879
6.7791653,8.644774
7.1560287,8.194428
6.840278,7.1129837
6.8990326,1.1933675
1.3967961,5.7513437
9.510141,6.2639995
6.664328,7.6375155
10.77545,3.9579852
3.2630048,4.682621
4.864085,6.8893757
8.195521,2.6819623
6.6225095,7.6533966
4.8771076,6.893032
6.974107,3.8978043
9.773333,5.132815
4.7508006,5.3201337
5.3484106,2.346575
6.9067492,7.015915
10.867899,4.643191
10.983465,5.1323605
3.1435535,2.7928996
9.29131,0.49031866
5.2395725,3.40926
5.6748962,0.28736272
5.5091324,4.338378
9.76766,2.5134747
5.448103,3.657636
5.041245,3.7551577
4.7960677,3.6647203
4.323341,8.2899
8.009995,2.801438
4.3599057,3.514094
3.3046353,1.4943008
5.431683,7.7742476
6.9087906,2.1088722
7.2218904,8.041907
8.540853,5.7317443
5.4071,5.1375895
7.650302,2.8823907
5.3053336,3.4739103
6.304635,4.614311
6.5238957,8.073792
8.782731,5.4979897
9.275,0.4380602
8.385461,3.3176804
7.442703,4.4141703
10.721408,7.6800313
8.723419,8.0793705
7.903935,7.22074
5.2478895,2.6289082
3.9335954,6.913506
7.5436735,0.81663436
7.7977247,7.5247407
8.959639,5.282837
12.654522,5.1983647
5.7785077,4.3026147
5.412463,4.565923
9.753503,4.5115123
9.999563,7.8643656
5.423939,0.87199366
6.7149167,5.787622
5.0871425,3.2308457
9.428652,6.44624
9.866414,7.8665524
9.083127,7.589821
11.090161,8.883139
7.8722525,8.789106
7.643045,5.6280193
9.200638,0.56007516
4.5828285,8.883327
7.6142697,2.9503455
11.045793,4.045069
9.136855,8.033468
6.303825,4.511168
6.6299367,1.1173502
10.851829,7.5660305
5.6788464,0.29019207
9.668895,5.2279925
12.596368,5.269656
9.273299,6.9327173
8.056495,7.753083
7.3024497,2.8215313
7.007138,5.532831
9.094227,9.614436
8.749964,6.0451903
8.593656,3.4533713
8.087736,6.172106
11.051311,8.861383
6.6989236,4.8042545
9.809327,6.912646
6.357974,4.675821
10.505313,8.478613
10.172899,7.030422
8.869377,4.923091
5.232048,7.17715
10.800494,6.560222
8.744356,3.4422336
7.7023525,7.292643
9.317157,0.5780747
9.311873,0.46508157
9.807344,3.4649413
8.961687,5.5828133
10.71135,5.2335196
8.959465,5.003861
6.6794314,1.2412629
6.5218477,1.9968963
9.4536915,5.5889206
6.4407964,1.8377486
9.018593,5.1457863
6.692253,1.4021233
5.6033654,0.35888746
10.775651,6.8351946
10.200173,5.0116725
10.957773,5.228495
7.985893,5.448712
8.674836,4.547283
7.762085,4.095144
8.153953,6.6439886
7.520527,5.681971
9.732378,4.71187
9.752309,8.279337
4.3085027,6.3066463
9.301498,0.45796877
6.755128,1.3779249
3.8947356,6.021407
4.7016864,3.272683
3.2016163,4.6531954
8.65611,3.7062454
4.095854,6.9192567
8.290289,4.2233887
3.9345694,6.3095865
7.7434807,3.1564417
9.7456455,5.1453676
4.3221226,6.899969
4.307679,8.246013
1.4287552,5.7427864
4.9637346,2.537516
4.2695546,7.59465
2.6988308,6.5705905
3.1404064,5.9879184
2.7786896,6.7037125
2.7763886,6.7016716
2.785347,6.719765
9.345456,4.6406937
7.8812366,2.1674361
9.27337,0.5033679
4.818179,5.8542504
6.8931932,7.9895034
9.466693,3.0776272
6.843345,8.776995
3.285617,5.4704204
6.869626,4.6901827
10.983878,4.028846
6.9094286,7.0757656
4.9344187,6.0288596
2.7651992,6.6856823
10.159616,2.1611137
9.8046465,2.456595
3.5670938,7.143404
10.338417,3.3046927
3.0185106,2.8538914
6.6496162,7.614578
6.050307,6.032142
2.859321,6.9415736
6.696769,8.147847
6.9622536,1.2686136
4.594177,4.2300506
4.7772484,5.9450297
11.52185,3.1495042
10.56325,2.2487323
8.020975,3.6449554
2.8991077,5.6595397
3.9839063,5.6284623
9.911422,3.2813976
5.4584084,3.4656727
6.7341,7.646782
10.321728,2.4513004
1.5118656,5.9261007
8.168623,6.939836
6.8859777,3.5680199
6.0074944,8.17227
4.625018,6.3951793
3.021167,5.170145
2.9699254,6.4146466
6.157732,3.3915865
6.892004,3.9687676
1.526187,5.901716
8.190533,6.8334274
6.5547523,7.18596
9.868738,8.395036
6.8370433,8.936579
12.614118,5.237037
3.5161707,5.271493
10.234121,4.8010497
5.064482,3.0295045
5.2561717,0.8535735
11.072274,3.7445312
3.2809684,1.5233082
2.8932996,5.535079
7.5500207,5.598481
10.714623,4.0278387
5.229119,5.747542
9.000551,2.028265
10.125167,2.0253685
3.5953424,7.1746907
4.540935,5.2073126
1.4491006,5.9524794
11.094024,3.7118618
5.923552,4.6116686
1.3894217,5.7131624
6.9530897,4.7404017
3.4265203,5.7648067
9.053724,6.634715
9.659981,5.1809306
10.80542,7.581639
10.706284,7.4410415
8.961668,4.6422625
7.2309885,2.7595556
2.842267,6.4166956
7.6978936,3.2250128
6.186313,8.681421
9.559673,0.78181124
7.8248644,3.477546
10.5661125,7.5102034
11.099501,3.7214577
10.906505,8.851337
9.818904,2.4802475
1.8225081,6.1430984
6.4210587,7.9515395
4.904381,5.7970953
1.4036503,5.7197785
6.0669622,7.6207905
6.9337068,6.912885
9.411474,5.45308
7.8561363,8.36281
8.4437065,9.714132
4.2718296,3.9361901
6.1670275,3.4493368
6.7340126,9.564562
9.547601,6.0725923
5.475182,3.370715
9.316951,0.43871096
5.173739,2.3994517
10.40805,4.653698
10.122718,2.6965935
9.156603,6.092239
10.918474,4.9373274
1.6080518,5.1400514
5.8602953,7.7769136
7.7905803,5.0237894
3.1905236,4.675578
12.546269,5.3358283
5.2062607,3.6109352
6.7397256,7.722286
6.5709643,8.232237
6.7239723,7.761992
10.175691,4.2364798
8.675787,3.5024242
5.106396,3.7795646
6.645114,5.7798214
4.1074743,1.2308681
10.01924,4.6249743
5.220036,3.2778218
9.810806,2.4815342
6.7216406,5.801471
4.1822915,2.6515648
5.5875793,0.27097765
6.528701,2.7644227
4.5620184,3.419791
10.959035,5.078125
12.606558,5.2604847
9.817028,6.9170647
3.7292817,5.0111794
4.616231,4.3284874
9.841125,3.314758
10.819737,5.4795365
9.505492,6.28753
8.825398,3.5443668
11.697875,5.793771
8.068778,5.050337
8.819268,8.838063
5.4345827,3.5030446
5.0651817,4.2216034
9.728001,8.0214205
9.780575,6.300018
5.092497,2.305468
8.984539,6.1109514
6.7345815,4.3648124
8.62706,8.155363
10.753123,2.4014666
8.414135,5.290353
8.789708,8.846451
6.117891,3.9686558
6.118975,3.3295457
10.092759,8.083009
6.768858,7.314521
8.596887,5.048369
6.8264494,8.431608
11.55287,3.1216063
9.104745,0.5441111
8.852007,4.4961596
6.723991,1.2965182
10.072892,2.1650543
8.766858,3.6721153
9.074986,7.3674054
9.819022,7.6174245
9.440764,5.585556
5.1894984,2.3206635
8.065334,1.3028104
8.614223,6.5006957
6.5759706,4.4504123
8.837376,4.9721727
9.076341,3.7178135
9.266097,4.261806
10.252136,8.082033
7.3731136,6.32907
8.710849,8.908615
6.568907,4.8858285
8.120339,5.6741343
9.826755,2.2694707
9.062088,9.602111
10.09022,5.657808
9.489433,2.463808
7.9533854,3.3652542
8.050874,5.5087843
10.690051,7.6807404
6.141996,3.9655511
6.6665025,1.4538251
8.926245,1.706811
5.518773,5.2952013
10.178686,6.950506
9.070396,6.0543265
6.2747703,4.564549
8.55696,6.9841685
5.3679423,4.6610465
8.932906,5.6494436
5.9376473,4.4064717
7.7067266,6.3547707
8.93955,4.408463
8.853181,8.814052
8.853077,8.809068
9.377079,0.7002682
7.8172812,7.416681
7.7679906,6.218091
8.076657,8.153462
9.240821,9.402835
7.8744526,7.7425203
8.777325,7.133885
8.949466,6.0435247
7.5459394,0.7739006
8.102962,5.1562133
10.141631,7.123669
9.691838,5.793267
9.519774,5.230181
8.050265,5.6544166
8.946067,5.949385
8.56055,6.191113
9.434268,0.67502475
7.534423,5.542257
8.368491,4.91847
9.307154,3.8225856
8.48808,6.3803964
10.78659,6.6113687
9.052725,5.741392
9.634169,3.3794038
8.146852,6.2829285
3.9179945,5.796485
8.11583,2.6698208
7.2961216,4.318587
8.15226,6.0029507
8.908348,5.4456005
9.18781,9.510803
7.716983,3.9781947
3.792802,1.5783406
12.628176,5.257761
6.8768935,6.0392985
7.759719,2.292325
9.438094,5.7027874
7.5753455,6.9260683
8.177,5.1576543
6.369129,1.9534471
7.6543155,7.724225
10.187,5.6294765
9.192334,6.2932653
7.470512,0.86349833
8.517544,3.5158958
9.449238,3.8453162
9.713327,6.399463
5.5452204,4.411274
11.050342,8.864483
8.108903,6.222269
10.575951,3.9861834
6.22698,4.0021257
12.232165,5.5721555
4.9764633,7.109972
5.429623,0.8741406
10.62146,6.589177
7.786044,2.294082
9.480534,6.1709657
9.086448,9.534524
9.299095,6.4176545
12.617405,5.2720003
8.329968,5.9917903
7.855473,7.497225
5.5900335,0.369176
9.644619,8.32582
10.201799,4.269823
7.267932,5.6182137
9.642035,6.9430256
4.6062703,6.597854
1.4564315,5.6975527
1.7485622,5.628304
2.7966108,6.7209764
8.626523,3.8789682
2.9302387,6.6519184
6.3414516,8.360633
7.7700706,2.3730223
6.400436,7.9883423
5.0515,6.9424205
5.404961,7.7090325
3.0495834,5.7023783
4.099903,7.6344056
2.661064,6.8978705
6.233965,8.738487
2.9799206,6.6200743
2.8455355,6.6871805
9.354172,4.0599966
6.9486094,3.5558052
9.87316,2.4788518
9.587153,6.1792874
6.677094,7.649151
9.27785,0.42757082
3.3328173,1.4723545
9.550016,6.2043185
10.081088,3.8138244
4.134991,6.0565214
8.239477,3.8243303
5.713369,4.329099
9.364772,3.8995285
4.059787,6.3038344
4.0931697,6.321204
10.9069,7.505167
1.4942589,5.9620485
5.0481176,2.4693134
10.790387,7.531862
5.1384206,4.8218436
10.760113,6.665375
7.808601,4.6847277
3.8482683,5.4846306
9.305478,4.8590755
4.180186,4.4304376
10.255116,2.1299133
8.780573,2.767097
6.4264336,8.102196
8.079125,8.151164
2.6822116,6.5671487
6.868739,3.6112814
3.5942104,4.337337
4.95461,2.5639834
5.107965,7.9030533
4.558639,3.3753946
9.668543,3.9795983
3.7743363,5.2942524
2.7758124,6.72334
2.7350929,6.0453215
2.8183892,6.655155
3.3705761,1.452093
6.7531114,8.553565
9.055284,4.122392
11.518022,3.141064
10.5378895,2.341854
7.4685893,2.9243138
6.5644574,8.405313
11.901379,7.5972867
10.153575,2.0711932
7.448328,0.8704476
6.892524,7.0598674
3.9308324,4.736233
4.2259912,4.6116557
5.4914136,4.208989
10.2783575,2.8936126
3.8260672,5.2470393
3.980501,4.8123946
8.00123,6.7665534
10.845439,2.5754197
5.3836308,0.60416883
5.3897085,5.2309365
2.797039,6.7322273
6.5043836,8.454019
9.494464,4.729958
7.6300826,5.627148
6.964555,1.2315232
5.0314503,4.2960615
3.1611676,4.903624
6.8792896,8.182177
9.676059,3.3487842
6.6825795,8.207298
6.913577,8.687154
1.4167641,5.8980336
2.8459072,6.7090435
6.7223916,5.8265853
2.8416226,6.6999087
6.864073,8.801619
6.8759446,8.788647
2.8102257,6.1471133
3.2397227,4.5343432
4.1873984,4.796775
6.8821754,8.273536
7.103794,8.319313
1.7084051,5.7304406
3.0559292,2.8215117
5.3711357,2.631847
7.1731873,4.851822
3.6823013,4.8100653
9.079209,2.815415
10.499293,3.8091836
8.440206,9.332524
7.439225,4.0816073
5.5460877,2.850239
5.9899955,0.5007162
9.237251,9.503977
6.762043,1.2824439
7.3836017,5.5004683
3.0316405,2.8456006
10.749506,6.6899285
4.950569,2.584513
11.47812,3.115041
7.7818093,7.475757
6.5465703,2.061111
4.3008065,2.7193222
8.082872,6.8583856
5.3111806,5.765182
6.7306566,1.234464
4.1920166,4.7146354
5.3919992,7.887991
3.6806355,5.1043777
7.2884083,0.9205555
6.3513303,6.363927
4.33858,5.01943
8.20024,2.625923
6.8326063,8.5121565
4.2637463,5.738751
8.743012,1.9511417
6.793613,8.818332
3.3917944,1.3881083
9.434721,5.3716516
8.98439,7.781836
9.729861,5.126419
10.327498,3.025172
8.811114,4.3786387
8.243173,3.8646882
10.118705,3.9975286
9.903946,2.1204505
5.4806623,4.4769707
5.192806,4.7892814
4.1610136,5.5005693
7.7640944,2.5112536
8.0607815,3.3205364
1.7260495,5.903311
9.293781,0.48085615
4.840842,2.8788269
8.90486,1.724923
1.3251243,5.560896
1.4755446,5.997726
12.613034,5.286155
9.059393,9.624849
7.949225,3.4768248
1.4880499,5.878119
3.578139,5.500708
7.1780953,6.809348
3.6025238,5.16167
3.7550695,5.1825066
8.707099,4.9841275
3.1143486,5.379669
12.598466,5.2625384
1.548811,5.8291454
5.6238027,0.26652944
6.321351,4.5178566
3.2526562,1.5159488
6.917065,8.7918215
6.731269,7.826582
6.9088516,8.784004
6.873961,8.89789
3.787418,5.4332438
5.9533415,4.905984
6.6417856,7.8023396
4.30833,3.9286075
6.715346,8.384622
5.1321564,3.2632017
4.3855357,3.6014829
6.852731,8.757472
10.48159,6.021045
4.0859084,3.6115487
7.7109766,2.4197414
3.9550202,4.9206514
5.6159315,0.26865834
9.9281225,8.408944
5.141111,3.2972798
4.0550942,4.430091
7.1660705,8.186409
3.480995,1.3495526
7.4432497,5.5478864
3.0840607,2.795726
1.6192738,5.8716555
4.7839093,8.491276
4.1050487,4.884068
10.390184,4.062197
10.029816,8.343017
4.4040136,3.4403276
7.2034707,6.963017
6.5182934,8.108356
8.9916315,3.6907766
4.5833163,4.0313077
7.7937613,2.7473195
5.9558835,4.456501
4.5589657,4.2279286
6.6824417,8.232957
9.458357,3.8826482
4.9749227,2.5922484
3.698816,5.8786035
6.580516,8.219657
4.292183,5.7122855
4.122396,6.485331
10.084123,8.204686
2.9603121,5.0544534
8.651428,8.213788
5.409878,2.4054701
3.5204506,1.2875882
9.605944,3.4590108
9.469615,3.494539
6.2303023,7.984633
6.867744,1.3064947
4.590002,4.2231
4.292032,5.7206197
9.46924,5.2256746
6.9741035,1.2691499
11.124679,8.886851
10.785331,7.5439415
9.042057,2.7284744
11.524995,3.1410484
5.3356752,5.964516
9.2790165,0.484822
5.322691,2.388423
4.609759,3.2738035
4.6073346,8.476427
7.656839,2.4635262
4.4395995,8.378393
5.2016172,7.158308
6.2816653,5.8117476
8.03578,1.3171788
9.681754,3.3833513
5.6229434,6.2762485
9.884876,4.91434
9.302841,5.5599895
5.1229434,3.1129673
3.6737216,4.9328547
5.4740615,2.8863437
3.8495336,5.1798854
8.930045,1.6945298
3.4032917,1.3882798
9.529809,2.2327113
8.069806,3.78998
7.991383,2.7119055
7.8982997,2.6703298
5.9160776,8.219154
10.661862,6.7769074
7.839541,4.619248
9.272269,0.48627794
10.812581,7.530304
8.643842,5.7187185
8.50576,3.726498
5.59656,0.26535302
9.147586,6.554124
8.033248,4.4190817
9.475485,5.69891
7.7359242,9.225975
3.6287684,4.389491
7.846027,4.865532
8.88692,6.7143188
8.91613,8.76239
8.798701,4.958168
7.7174916,2.1793146
5.1835375,3.10968
9.40393,3.8875685
5.06763,3.1084738
6.1168413,3.3698783
4.187032,3.7230246
8.448312,7.6182537
10.511202,4.710401
8.425363,7.6081324
6.885488,3.612153
10.112731,8.124587
5.9883122,6.139537
4.500814,9.034169
6.8693113,8.228021
8.383201,5.1661096
3.5481622,1.3825188
4.5106444,9.201461
5.292122,0.66565067
9.15516,8.00578
8.904684,7.3239145
5.399354,7.180289
10.110573,4.0900016
7.8046126,7.353437
12.614338,5.2752066
6.718148,7.863873
4.1637387,1.1470822
4.9482985,2.6197631
6.8772807,3.6140757
9.319484,5.4054403
9.201092,0.4437876
9.93356,7.862389
7.823533,7.5379987
4.1177917,4.319477
8.849942,8.576141
6.404617,4.437331
10.7054205,3.9418583
10.696724,6.5574336
4.3796525,5.556767
8.867548,6.9430523
8.809509,8.252707
8.443053,7.55682
5.7127824,2.7538543
9.491839,6.0168076
6.1830335,3.3916256
7.3621697,6.9022613
8.073458,5.8580847
9.187781,2.0345922
9.235457,9.427432
8.810479,9.012101
10.09851,8.128827
7.4568496,6.180852
7.2123275,7.0467696
4.210447,1.1162282
10.1041975,6.6099787
8.518315,6.233678
8.894616,8.279974
11.830593,5.7106404
3.70588,4.5986724
9.457944,4.077295
9.152955,0.60837823
7.0426393,3.922129
9.424297,0.69965744
5.2648053,7.0720224
5.1126094,7.1151986
10.909837,5.6982236
7.0402517,7.194396
7.4264073,6.964837
6.953058,3.8864858
9.694923,2.2992935
6.0989633,4.7160788
8.584233,9.088876
9.926065,7.872958
10.012732,8.20263
8.027534,6.373962
9.274098,0.4540708
8.6285925,8.584929
10.383402,4.7397428
10.37571,6.567875
10.584134,6.5256844
8.352176,7.4801054
8.833922,8.469612
9.189205,6.766495
8.945146,3.5201838
9.146496,9.5748825
8.093433,3.6230724
9.097273,9.628324
6.1151686,4.6070766
9.078911,7.5753326
8.529522,7.1803617
9.586642,4.3300204
9.269018,0.5876077
9.005428,2.6083279
9.009877,4.6784186
8.055594,6.935427
8.506913,4.660253
10.068796,5.610096
9.2652235,0.46502334
9.901393,7.987877
7.032673,3.616274
8.105791,8.166172
7.993792,6.1008787
3.3675673,1.443389
8.838609,7.975896
8.831188,8.247736
8.712593,9.055645
7.801324,4.889515
7.7840576,5.4321976
9.344528,4.162785
10.149596,7.7175527
8.568393,6.9580026
10.321737,5.198508
6.5035996,4.107759
6.650309,5.26385
8.903812,6.6214337
5.3292193,0.62885153
9.651083,7.003809
6.980403,3.8605313
9.012277,2.6486778
8.647544,9.111886
9.0782995,3.2844954
8.8986845,3.772987
10.955972,5.2238135
6.788147,5.471982
6.9294024,3.8902307
6.9252462,3.8976007
8.93109,5.3071804
7.906564,5.5984516
8.942012,8.557618
9.298999,5.5002003
6.1102333,6.0901403
6.0687666,6.24365
12.638409,5.2331553
10.3084545,5.857286
11.08725,6.3182907
8.450169,9.684532
10.0081215,7.9381056
8.919941,6.7016606
10.983781,8.832226
8.775045,3.6752605
7.9942513,5.4536204
8.295591,5.198044
6.104803,3.9658933
9.497639,4.7724047
6.1609993,5.623731
9.985581,5.595828
9.113679,9.45664
6.954269,6.926681
5.938072,-0.43813488
7.9085965,4.3216944
8.683728,7.843198
7.846403,5.267228
8.096195,6.0567436
8.759418,4.8788476
6.716116,7.189528
8.209901,5.5573015
3.9034994,6.7366023
2.7445297,6.6728907
5.4471345,7.804822
6.2676587,4.6506023
6.241139,4.657334
9.634865,6.2343183
6.4799576,7.90128
3.3207443,4.536271
1.5931695,5.814027
3.83906,5.7308483
2.8401935,6.698742
7.0645757,8.07576
3.9133615,6.923971
7.7400713,7.4318995
9.255774,2.492489
1.6518216,5.9836516
3.9609048,6.6819897
7.997579,1.275975
7.3289213,3.625889
5.878512,4.67498
10.562443,2.319986
2.8704164,6.7377033
9.388756,5.3074217
5.504199,4.212446
10.561347,5.4948363
11.100176,3.75218
7.079581,7.0302234
8.927552,6.7888775
6.043802,4.4478507
3.470796,7.042989
4.82013,5.8016562
4.408794,7.4333134
9.945966,4.92516
3.7739043,4.6093965
9.242267,4.298501
7.667329,7.098174
3.3130677,1.5079076
7.430094,3.3251126
5.639759,2.7950265
8.248446,3.4428442
3.999879,4.9503107
10.194378,8.069902
1.3507452,5.6669292
11.528889,3.1404746
5.2152114,2.277327
12.626604,5.243984
3.410869,4.813885
10.4774475,2.3889832
9.856572,5.5137095
5.127795,4.804711
3.164169,5.8175983
1.4748977,5.817642
8.827163,7.1401234
6.7577553,9.567102
5.3722906,7.6734753
5.46296,7.802381
1.5029922,5.9404745
5.851746,8.308004
3.3529048,5.4646797
3.6156619,4.8442616
9.610102,2.530818
4.959809,3.681311
6.9414988,7.0496244
7.7929564,7.5358872
2.7836044,6.716051
8.96435,4.434475
4.733756,5.242294
8.510146,4.246057
8.67446,3.425587
3.0526443,2.8501565
6.9415846,1.3063956
6.659073,8.199331
8.59007,4.215886
3.7880378,5.252508
6.888264,6.98659
6.6983,4.5207505
10.808148,8.70786
6.9362755,3.5558724
3.411111,1.377688
7.5399976,0.7921056
3.0193007,5.6927104
9.891721,4.2732825
8.774096,4.7760735
8.357924,5.1690936
3.2909932,4.9348063
5.6271152,7.962831
4.8471513,2.797625
6.4200487,8.25247
8.42237,3.2507648
10.434513,2.1660337
7.6394863,5.527171
5.0191436,2.3527486
5.4001336,5.2402763
6.8722916,8.376526
